Riesgo,Vulnerabilidad,Tipo,Tecnología,Descripción,Solución,Archivos afectados,Línea afectada,CWE
LOW,insecure-conf,,,Make sure that cookie is written safely here.,"Recommended Secure Coding PracticesCookies should only be used to manage the user session. The best practice is to keep all user-related information server-side and link them to theuser session, never sending them to the client. In a very few corner cases, cookies can be used for non-sensitive information that need to live longerthan the user session.Do not try to encode sensitive information in a non human-readable format before writing them in a cookie. The encoding can be reverted and theoriginal information will be exposed.Using cookies only for session IDs doesn't make them secure. Follow OWASP best practices when you configure your cookies.As a side note, every information read from a cookie should be Sanitized.See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-312 - Cleartext Storage of Sensitive Information    MITRE, CWE-315 - Cleartext Storage of Sensitive Information in a Cookie    CERT,  FIO52-J. - Do not store unencrypted sensitive information on the client side    Derived from FindSecBugs rule COOKIE_USAGE ",CIBERSEG:src/main/webapp/scripts/textareas/tiny_mce/themes/advanced/editor_template_src.js,610,"CWE-312, CWE-315"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,64,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,130,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,145,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,188,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,200,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,222,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,233,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,251,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,400,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,512,"CWE-489, CWE-215"
LOW,insecure-conf,,,Make sure this debug feature is deactivated before delivering the code in production.,"Recommended Secure Coding PracticesDo not enable debug features on production servers.Compliant Solutionerrorhandler Express.js middleware used only in development mode:const express = require('express');const errorhandler = require('errorhandler');let app = express();if (process.env.NODE_ENV === 'development') {  // Compliant  app.use(errorhandler());  // Compliant}See   OWASP Top 10 2017 Category A3 - Sensitive Data Exposure     MITRE, CWE-489 - Leftover Debug Code    MITRE, CWE-215 - Information Exposure Through Debug Information ",CIBERSEG:src/main/webapp/scripts/ajax/ajaxtags/canigo-ajaxtags-editList.js,531,"CWE-489, CWE-215"
